rno	uno	mno	date	time	adult	Teenager	senior	seat	coupon	price
6856	85	30	2025-08-03	23:00:00	3	0	1	G04,G05,G06,G07	1	46000
6857	11	30	2025-08-03	11:00:00	1	1	1	A02,A03,A04	0	42000
6858	82	30	2025-08-03	14:00:00	1	0	2	D03,D04,D05	2	30800
6859	31	30	2025-08-03	17:00:00	1	2	1	G04,G05,G06,G07	1	38000
6860	14	30	2025-08-03	8:00:00	0	2	2	I05,I06,I07,I08	0	33600
6861	89	30	2025-08-03	17:00:00	0	2	2	J04,J05,J06,J07	1	34000
6862	5	30	2025-08-03	8:00:00	0	1	1	C01,C02	1	2800
6863	36	30	2025-08-03	8:00:00	3	2	0	B01,B02,B03,B04,B05	0	57400
6864	10	30	2025-08-03	14:00:00	3	2	0	A05,A06,A07,A08,A09	1	64000
6865	89	30	2025-08-03	20:00:00	2	0	2	C04,C05,C06,C07	0	56000
6866	37	30	2025-08-03	23:00:00	2	0	2	E05,E06,E07,E08	1	38000
6867	75	30	2025-08-03	8:00:00	3	0	2	G04,G05,G06,G07,G08	1	33800
6868	85	30	2025-08-03	8:00:00	0	0	2	J05,J06	0	14000
6869	58	30	2025-08-03	20:00:00	0	0	2	F04,F05	1	10000
6870	35	30	2025-08-03	14:00:00	3	0	0	A04,A05,A06	1	36000
6871	57	30	2025-08-03	8:00:00	0	0	2	A05,A06	2	10000
6872	54	30	2025-08-03	20:00:00	0	0	2	A04,A05	2	16000
6873	95	30	2025-08-03	8:00:00	0	2	1	G02,G03,G04	0	26600
6874	91	30	2025-08-03	17:00:00	2	1	0	C03,C04,C05	2	42800
6875	73	30	2025-08-03	14:00:00	2	2	1	A02,A03,A04,A05,A06	0	74000
6876	70	30	2025-08-03	23:00:00	2	0	2	B01,B02,B03,B04	1	38000
6877	97	30	2025-08-03	23:00:00	1	2	1	B04,B05,B06,B07	2	48800
6878	45	30	2025-08-03	17:00:00	3	0	1	F03,F04,F05,F06	0	64000
6879	70	30	2025-08-03	20:00:00	0	0	1	J02	0	10000
6880	29	30	2025-08-03	20:00:00	3	1	1	E01,E02,E03,E04,E05	2	70800
6881	25	30	2025-08-03	17:00:00	2	0	0	G03,G04	1	18000
6882	53	30	2025-08-03	8:00:00	0	0	1	I03	0	7000
6883	93	30	2025-08-03	20:00:00	2	1	1	D01,D02,D03,D04	1	42000
6884	84	30	2025-08-03	8:00:00	3	2	0	G04,G05,G06,G07,G08	1	39400
6885	31	30	2025-08-03	17:00:00	3	0	0	H02,H03,H04	2	46800
6886	10	30	2025-08-03	23:00:00	0	2	2	H05,H06,H07,H08	0	48000
6887	50	30	2025-08-03	8:00:00	1	2	0	D03,D04,D05	0	32200
6888	12	30	2025-08-03	17:00:00	2	1	1	I03,I04,I05,I06	1	42000
6889	29	30	2025-08-03	23:00:00	0	2	1	D02,D03,D04	2	32400
6890	80	30	2025-08-03	20:00:00	1	0	2	F05,F06,F07	1	20000
6891	51	21	2025-08-04	20:00:00	0	2	1	A02,A03,A04	2	32400
6892	88	21	2025-08-04	11:00:00	1	0	0	A01	1	0
6893	10	21	2025-08-04	11:00:00	2	2	1	B03,B04,B05,B06,B07	2	66800
6894	38	21	2025-08-04	11:00:00	3	2	0	F03,F04,F05,F06,F07	2	74800
6895	46	12	2025-08-04	23:00:00	1	2	2	D04,D05,D06,D07,D08	0	66000
6896	75	12	2025-08-04	23:00:00	2	0	1	E05,E06,E07	1	28000
6897	50	12	2025-08-04	20:00:00	3	0	1	C01,C02,C03,C04	1	46000
6898	73	21	2025-08-04	8:00:00	1	2	0	A02,A03,A04	0	32200
6899	13	21	2025-08-04	23:00:00	1	2	1	D02,D03,D04,D05	0	56000
6900	93	21	2025-08-04	14:00:00	1	0	0	F02	0	18000
6901	58	12	2025-08-04	14:00:00	3	0	1	B04,B05,B06,B07	0	64000
6902	40	12	2025-08-04	14:00:00	3	0	0	E01,E02,E03	2	46800
6903	96	21	2025-08-04	23:00:00	1	1	1	B02,B03,B04	0	42000
6904	68	21	2025-08-04	20:00:00	2	2	1	F02,F03,F04,F05,F06	1	56000
6905	45	12	2025-08-04	11:00:00	0	2	2	G03,G04,G05,G06	2	42400
6906	83	12	2025-08-04	8:00:00	2	0	0	G03,G04	1	7200
6907	17	12	2025-08-04	23:00:00	3	0	0	E02,E03,E04	2	46800
6908	86	12	2025-08-04	11:00:00	2	1	2	B04,B05,B06,B07,B08	1	52000
6909	84	12	2025-08-04	14:00:00	2	0	0	H02,H03	0	36000
6910	33	12	2025-08-04	20:00:00	2	0	1	B04,B05,B06	0	46000
6911	90	12	2025-08-04	23:00:00	3	1	0	G04,G05,G06,G07	0	68000
6912	62	12	2025-08-04	8:00:00	0	1	1	G02,G03	0	16800
6913	12	12	2025-08-04	8:00:00	2	1	1	H04,H05,H06,H07	0	42000
6914	78	21	2025-08-04	17:00:00	0	2	2	F02,F03,F04,F05	1	34000
6915	19	12	2025-08-04	11:00:00	2	1	1	E05,E06,E07,E08	0	60000
6916	74	12	2025-08-04	17:00:00	0	1	2	C05,C06,C07	1	20000
6917	94	21	2025-08-04	20:00:00	1	2	1	B02,B03,B04,B05	0	56000
6918	74	21	2025-08-04	14:00:00	1	0	2	B03,B04,B05	1	20000
6919	18	21	2025-08-04	17:00:00	0	0	1	B02	2	6000
6920	19	12	2025-08-04	14:00:00	2	0	0	A05,A06	1	18000
6921	49	12	2025-08-04	23:00:00	1	1	2	F03,F04,F05,F06	1	34000
6922	76	12	2025-08-04	17:00:00	1	2	1	A03,A04,A05,A06	1	38000
6923	37	21	2025-08-04	17:00:00	2	1	2	F04,F05,F06,F07,F08	2	62800
6924	79	21	2025-08-04	17:00:00	2	2	1	D02,D03,D04,D05,D06	2	66800
6925	49	21	2025-08-04	23:00:00	3	1	0	D01,D02,D03,D04	1	50000
6926	52	21	2025-08-04	20:00:00	1	0	1	F01,F02	1	10000
6927	8	21	2025-08-04	23:00:00	3	0	2	A01,A02,A03,A04,A05	1	56000
6928	50	12	2025-08-04	23:00:00	2	0	2	H05,H06,H07,H08	2	48800
6929	56	12	2025-08-04	14:00:00	0	1	2	F05,F06,F07	1	20000
6930	80	12	2025-08-04	17:00:00	2	2	0	D03,D04,D05,D06	0	64000
6931	95	12	2025-08-04	8:00:00	0	2	1	D01,D02,D03	2	21000
6932	41	12	2025-08-04	8:00:00	3	0	0	D04,D05,D06	0	37800
6933	96	12	2025-08-04	20:00:00	3	0	2	F03,F04,F05,F06,F07	1	56000
6934	87	12	2025-08-04	14:00:00	1	2	0	A01,A02,A03	1	28000
6935	6	12	2025-08-04	14:00:00	1	2	2	D04,D05,D06,D07,D08	1	48000
6936	62	21	2025-08-04	8:00:00	2	0	0	B05,B06	2	18000
6937	19	21	2025-08-04	8:00:00	0	1	0	E03	2	4200
6938	97	13	2025-08-04	8:00:00	1	0	0	C04	2	5400
6939	65	13	2025-08-04	11:00:00	2	1	1	D05,D06,D07,D08	1	42000
6940	64	13	2025-08-04	11:00:00	3	1	1	D04,D05,D06,D07,D08	0	78000
6941	74	13	2025-08-04	17:00:00	2	2	0	B03,B04,B05,B06	1	46000
6942	98	21	2025-08-04	8:00:00	1	2	0	C01,C02,C03	2	25000
6943	86	13	2025-08-04	14:00:00	2	0	1	A01,A02,A03	1	28000
6944	2	21	2025-08-04	20:00:00	1	0	0	C05	0	18000
6945	40	13	2025-08-04	14:00:00	0	1	1	D03,D04	1	10000
6946	26	13	2025-08-04	23:00:00	0	1	1	A04,A05	1	10000
6947	49	13	2025-08-04	17:00:00	0	1	0	B02	1	0
6948	81	13	2025-08-04	20:00:00	3	2	0	C05,C06,C07,C08,C09	0	82000
6949	83	13	2025-08-04	11:00:00	2	1	0	B02,B03,B04	2	42800
6950	7	13	2025-08-04	23:00:00	1	1	0	C03,C04	2	24800
6951	56	13	2025-08-04	11:00:00	0	1	1	A02,A03	2	18400
6952	18	13	2025-08-04	14:00:00	3	0	1	A02,A03,A04,A05	2	56800
6953	35	13	2025-08-04	14:00:00	0	1	1	B05,B06	2	18400
6954	4	13	2025-08-04	8:00:00	3	0	0	B03,B04,B05	0	37800
6955	39	13	2025-08-04	14:00:00	1	2	0	B01,B02,B03	1	28000
6956	56	13	2025-08-04	17:00:00	0	2	2	D05,D06,D07,D08	2	42400
6957	3	13	2025-08-04	20:00:00	2	0	2	A01,A02,A03,A04	2	48800
6958	50	13	2025-08-04	23:00:00	3	0	0	B03,B04,B05	2	46800
6959	49	13	2025-08-04	8:00:00	1	1	2	B03,B04,B05,B06	1	18400
6960	59	13	2025-08-04	8:00:00	0	0	1	D03	1	0
6961	30	13	2025-08-04	20:00:00	1	2	1	B01,B02,B03,B04	0	56000
6962	1	13	2025-08-04	23:00:00	3	0	2	C04,C05,C06,C07,C08	1	56000
6963	34	13	2025-08-04	20:00:00	1	0	2	A04,A05,A06	2	30800
6964	47	13	2025-08-04	14:00:00	0	1	1	C04,C05	1	10000
6965	6	13	2025-08-04	20:00:00	3	1	1	A02,A03,A04,A05,A06	1	60000
6966	56	13	2025-08-04	23:00:00	3	1	0	D02,D03,D04,D05	0	68000
6967	6	13	2025-08-04	17:00:00	2	0	2	B03,B04,B05,B06	2	48800
6968	74	13	2025-08-04	8:00:00	2	0	0	A04,A05	0	25200
6969	71	13	2025-08-04	8:00:00	2	1	0	B05,B06,B07	1	17000
6970	37	13	2025-08-04	20:00:00	0	1	2	A02,A03,A04	1	20000
6971	81	24	2025-08-04	8:00:00	3	0	0	B05,B06,B07	1	19800
6972	15	24	2025-08-04	17:00:00	2	0	1	D05,D06,D07	0	46000
6973	55	24	2025-08-04	20:00:00	3	0	1	C02,C03,C04,C05	1	46000
6974	82	24	2025-08-04	20:00:00	2	1	1	A02,A03,A04,A05	1	42000
6975	77	24	2025-08-04	8:00:00	0	1	2	A02,A03,A04	1	9800
6976	39	24	2025-08-04	8:00:00	3	0	2	B02,B03,B04,B05,B06	1	33800
6977	79	24	2025-08-04	20:00:00	0	1	2	C03,C04,C05	2	28400
6978	57	24	2025-08-04	11:00:00	2	2	1	C05,C06,C07,C08,C09	1	56000
6979	17	24	2025-08-04	14:00:00	0	0	2	C01,C02	1	10000
6980	44	24	2025-08-04	8:00:00	1	1	2	D01,D02,D03,D04	1	18400
6981	30	24	2025-08-04	8:00:00	1	1	2	B01,B02,B03,B04	0	36400
6982	81	24	2025-08-04	11:00:00	0	0	2	B04,B05	0	20000
6983	32	24	2025-08-04	23:00:00	2	1	1	B01,B02,B03,B04	0	60000
6984	12	24	2025-08-04	8:00:00	1	2	1	A05,A06,A07,A08	1	21200
6985	38	24	2025-08-04	23:00:00	1	0	1	A05,A06	1	10000
6986	56	24	2025-08-04	17:00:00	3	0	1	C01,C02,C03,C04	0	64000
6987	61	24	2025-08-04	14:00:00	0	2	2	B03,B04,B05,B06	1	34000
6988	78	24	2025-08-04	11:00:00	2	0	2	B04,B05,B06,B07	2	48800
6989	74	24	2025-08-04	20:00:00	0	0	1	B01	2	6000
6990	13	24	2025-08-04	20:00:00	0	1	0	B04	0	14000
6991	10	24	2025-08-04	20:00:00	3	0	0	D03,D04,D05	2	46800
6992	10	24	2025-08-04	23:00:00	1	1	0	B04,B05	2	24800
6993	14	24	2025-08-04	14:00:00	1	1	2	A05,A06,A07,A08	2	44800
6994	4	24	2025-08-04	11:00:00	3	0	1	D05,D06,D07,D08	1	46000
6995	87	24	2025-08-04	14:00:00	1	1	1	C04,C05,C06	2	34800
6996	8	24	2025-08-04	14:00:00	1	1	2	A04,A05,A06,A07	2	44800
6997	53	24	2025-08-04	23:00:00	2	0	2	A04,A05,A06,A07	1	38000
6998	92	24	2025-08-04	11:00:00	2	0	1	D01,D02,D03	2	38800
6999	51	17	2025-08-04	20:00:00	1	2	2	A01,A02,A03,A04,A05	1	48000
7000	34	17	2025-08-04	23:00:00	3	2	0	B05,B06,B07,B08,B09	1	64000
7001	27	17	2025-08-04	8:00:00	3	0	2	D01,D02,D03,D04,D05	1	33800
7002	26	17	2025-08-04	11:00:00	1	1	0	B05,B06	2	24800
7003	46	17	2025-08-04	14:00:00	2	0	2	A04,A05,A06,A07	0	56000
7004	2	17	2025-08-04	17:00:00	2	0	0	H02,H03	0	36000
7005	90	17	2025-08-04	23:00:00	3	1	0	C02,C03,C04,C05	0	68000
7006	81	17	2025-08-04	14:00:00	2	2	0	I04,I05,I06,I07	1	46000
7007	18	17	2025-08-04	17:00:00	1	2	0	C01,C02,C03	2	38800
7008	54	17	2025-08-04	17:00:00	1	0	2	A01,A02,A03	0	38000
7009	44	17	2025-08-04	23:00:00	2	0	2	E04,E05,E06,E07	0	56000
7010	19	17	2025-08-04	8:00:00	2	0	0	F01,F02	2	18000
7011	96	17	2025-08-04	20:00:00	2	0	2	H03,H04,H05,H06	2	48800
7012	68	17	2025-08-04	8:00:00	3	0	1	C05,C06,C07,C08	2	37600
7013	39	17	2025-08-04	23:00:00	1	2	0	I01,I02,I03	2	38800
7014	94	17	2025-08-04	14:00:00	1	1	1	J05,J06,J07	2	34800
7015	100	17	2025-08-04	17:00:00	3	0	2	C01,C02,C03,C04,C05	1	56000
7016	10	17	2025-08-04	20:00:00	3	2	0	B04,B05,B06,B07,B08	2	74800
7017	97	17	2025-08-04	8:00:00	1	2	1	H04,H05,H06,H07	2	32000
7018	58	17	2025-08-04	11:00:00	0	1	1	C01,C02	1	10000
7019	81	17	2025-08-04	11:00:00	0	2	2	C01,C02,C03,C04	1	34000
7020	26	17	2025-08-04	23:00:00	3	2	0	F01,F02,F03,F04,F05	2	74800
7021	38	17	2025-08-04	8:00:00	3	1	1	A03,A04,A05,A06,A07	0	54600
7022	93	17	2025-08-04	14:00:00	1	2	1	D05,D06,D07,D08	2	48800
7023	70	17	2025-08-04	8:00:00	2	1	1	C05,C06,C07,C08	1	24000
7024	8	17	2025-08-04	14:00:00	0	0	1	D05	1	0
7025	62	17	2025-08-04	11:00:00	2	2	1	G02,G03,G04,G05,G06	1	56000
7026	49	30	2025-08-04	8:00:00	3	1	0	B01,B02,B03,B04	2	40400
7027	11	30	2025-08-04	20:00:00	2	1	1	E01,E02,E03,E04	2	52800
7028	45	30	2025-08-04	17:00:00	2	0	2	B05,B06,B07,B08	2	48800
7029	64	30	2025-08-04	17:00:00	2	2	1	I05,I06,I07,I08,I09	0	74000
7030	97	30	2025-08-04	20:00:00	2	1	0	I04,I05,I06	2	42800
7031	10	30	2025-08-04	8:00:00	1	0	2	G02,G03,G04	1	8600
7032	14	30	2025-08-04	8:00:00	2	1	0	D04,D05,D06	2	27800
7033	20	30	2025-08-04	11:00:00	1	0	0	H01	2	10800
7034	28	30	2025-08-04	14:00:00	2	1	2	F01,F02,F03,F04,F05	1	52000
7035	31	30	2025-08-04	8:00:00	1	2	2	A05,A06,A07,A08,A09	1	28200
7036	41	30	2025-08-04	8:00:00	1	1	0	B04,B05	1	4400
7037	83	30	2025-08-04	17:00:00	1	2	0	J04,J05,J06	2	38800
7038	96	30	2025-08-04	8:00:00	3	1	0	I01,I02,I03,I04	2	40400
7039	20	30	2025-08-04	14:00:00	0	2	1	H02,H03,H04	0	38000
7040	12	30	2025-08-04	14:00:00	1	2	0	B02,B03,B04	1	28000
7041	48	30	2025-08-04	20:00:00	1	0	0	I02	2	10800
7042	5	30	2025-08-04	17:00:00	0	1	0	F01	1	0
7043	50	30	2025-08-04	8:00:00	3	0	1	D02,D03,D04,D05	1	26800
7044	52	30	2025-08-04	11:00:00	0	1	1	F04,F05	2	18400
7045	39	30	2025-08-04	23:00:00	0	0	2	F03,F04	2	16000
7046	74	30	2025-08-04	8:00:00	0	1	1	B05,B06	1	2800
7047	93	30	2025-08-04	14:00:00	0	2	1	E02,E03,E04	1	24000
7048	90	30	2025-08-04	8:00:00	0	0	2	E03,E04	0	14000
7049	6	30	2025-08-04	8:00:00	3	0	0	D02,D03,D04	1	19800
7050	42	30	2025-08-04	11:00:00	0	2	2	A01,A02,A03,A04	0	48000
7051	73	30	2025-08-04	14:00:00	3	1	0	B01,B02,B03,B04	1	50000
7052	8	30	2025-08-04	14:00:00	1	0	2	C01,C02,C03	2	30800
7053	31	30	2025-08-04	17:00:00	1	0	2	J04,J05,J06	1	20000
7054	38	30	2025-08-04	11:00:00	1	2	0	G01,G02,G03	2	38800
7055	16	30	2025-08-04	8:00:00	1	0	2	D03,D04,D05	1	8600
7056	55	30	2025-08-04	20:00:00	0	0	1	G04	0	10000
7057	95	30	2025-08-04	20:00:00	0	1	2	B02,B03,B04	1	20000
7058	10	30	2025-08-04	14:00:00	3	1	1	C01,C02,C03,C04,C05	1	60000
7059	37	30	2025-08-04	23:00:00	0	1	2	A03,A04,A05	1	20000
7060	94	30	2025-08-04	14:00:00	2	0	0	J05,J06	0	36000
7061	66	30	2025-08-04	17:00:00	1	1	2	E03,E04,E05,E06	2	44800
7062	52	30	2025-08-04	14:00:00	1	1	0	I05,I06	2	24800
7063	65	30	2025-08-04	20:00:00	3	0	1	H05,H06,H07,H08	1	46000
7064	45	30	2025-08-04	14:00:00	2	0	2	D05,D06,D07,D08	2	48800
7065	98	30	2025-08-04	14:00:00	2	0	1	H04,H05,H06	1	28000
7066	68	30	2025-08-04	11:00:00	1	0	0	G02	1	0
7067	84	30	2025-08-04	14:00:00	1	2	0	F03,F04,F05	0	46000
7068	45	30	2025-08-04	17:00:00	1	2	2	A01,A02,A03,A04,A05	2	58800
7069	37	30	2025-08-04	20:00:00	1	2	0	H04,H05,H06	1	28000
7070	89	30	2025-08-04	20:00:00	2	0	2	A03,A04,A05,A06	1	38000
7071	40	30	2025-08-04	11:00:00	0	0	2	F04,F05	1	10000
7072	70	30	2025-08-04	14:00:00	0	1	2	J04,J05,J06	2	28400
7073	37	21	2025-08-05	8:00:00	1	2	0	F04,F05,F06	2	25000
7074	84	21	2025-08-05	11:00:00	0	2	0	B03,B04	0	28000
7075	39	21	2025-08-05	11:00:00	2	2	1	F02,F03,F04,F05,F06	0	74000
7076	42	21	2025-08-05	23:00:00	3	1	1	B04,B05,B06,B07,B08	2	70800
7077	30	12	2025-08-05	14:00:00	1	0	1	D02,D03	1	10000
7078	5	12	2025-08-05	14:00:00	2	0	1	E02,E03,E04	0	46000
7079	91	12	2025-08-05	20:00:00	3	1	1	C02,C03,C04,C05,C06	0	78000
7080	52	12	2025-08-05	14:00:00	1	0	2	F04,F05,F06	1	20000
7081	33	12	2025-08-05	8:00:00	0	0	2	A05,A06	2	10000
7082	76	21	2025-08-05	8:00:00	1	1	1	C05,C06,C07	1	11400
7083	50	21	2025-08-05	11:00:00	0	2	1	D05,D06,D07	2	32400
7084	40	21	2025-08-05	8:00:00	1	1	2	D03,D04,D05,D06	0	36400
7085	79	12	2025-08-05	17:00:00	3	0	1	F05,F06,F07,F08	0	64000
7086	92	12	2025-08-05	11:00:00	2	2	1	A04,A05,A06,A07,A08	0	74000
7087	74	12	2025-08-05	23:00:00	1	1	0	D05,D06	2	24800
7088	79	12	2025-08-05	8:00:00	3	0	1	H03,H04,H05,H06	0	44800
7089	4	12	2025-08-05	23:00:00	0	1	0	H04	0	14000
7090	38	12	2025-08-05	14:00:00	0	2	0	G03,G04	2	22400
7091	93	12	2025-08-05	17:00:00	3	0	1	F02,F03,F04,F05	1	46000
7092	28	21	2025-08-05	17:00:00	1	0	0	E05	2	10800
7093	37	12	2025-08-05	14:00:00	1	1	2	C02,C03,C04,C05	2	44800
7094	64	12	2025-08-05	20:00:00	0	2	1	G01,G02,G03	0	38000
7095	32	12	2025-08-05	14:00:00	1	2	0	A05,A06,A07	1	28000
7096	10	12	2025-08-05	11:00:00	3	1	0	C01,C02,C03,C04	0	68000
7097	90	12	2025-08-05	14:00:00	1	1	1	C05,C06,C07	1	24000
7098	27	12	2025-08-05	11:00:00	0	1	0	D05	1	0
7099	28	12	2025-08-05	20:00:00	2	0	1	C02,C03,C04	1	28000
7100	47	21	2025-08-05	8:00:00	2	0	0	F04,F05	0	25200
7101	95	21	2025-08-05	20:00:00	1	2	0	D04,D05,D06	0	46000
7102	84	12	2025-08-05	8:00:00	0	1	1	B01,B02	2	11200
7103	65	12	2025-08-05	14:00:00	2	1	2	C02,C03,C04,C05,C06	0	70000
7104	100	12	2025-08-05	17:00:00	1	0	1	C01,C02	1	10000
7105	24	12	2025-08-05	20:00:00	1	1	1	G01,G02,G03	1	24000
7106	21	21	2025-08-05	11:00:00	1	2	0	B01,B02,B03	0	46000
7107	19	12	2025-08-05	17:00:00	1	1	2	C03,C04,C05,C06	2	44800
7108	78	12	2025-08-05	23:00:00	0	2	1	F02,F03,F04	2	32400
7109	10	12	2025-08-05	20:00:00	3	0	2	C05,C06,C07,C08,C09	1	56000
7110	21	12	2025-08-05	17:00:00	1	2	0	E01,E02,E03	0	46000
7111	70	12	2025-08-05	11:00:00	1	1	2	A01,A02,A03,A04	2	44800
7112	52	12	2025-08-05	14:00:00	0	0	2	B01,B02	1	10000
7113	30	12	2025-08-05	11:00:00	0	0	2	G05,G06	1	10000
7114	85	12	2025-08-05	14:00:00	3	2	0	F02,F03,F04,F05,F06	1	64000
7115	32	12	2025-08-05	11:00:00	0	0	2	B04,B05	1	10000
7116	45	12	2025-08-05	11:00:00	1	1	2	F01,F02,F03,F04	2	44800
7117	44	12	2025-08-05	17:00:00	0	1	0	C05	2	8400
7118	100	21	2025-08-05	23:00:00	2	1	1	B05,B06,B07,B08	1	42000
7119	74	21	2025-08-05	8:00:00	3	1	0	D04,D05,D06,D07	2	40400
7120	98	21	2025-08-05	23:00:00	3	0	0	D01,D02,D03	0	54000
7121	42	21	2025-08-05	14:00:00	2	2	1	A05,A06,A07,A08,A09	2	66800
7122	40	13	2025-08-05	23:00:00	0	0	2	A03,A04	2	16000
7123	9	13	2025-08-05	8:00:00	3	0	2	A04,A05,A06,A07,A08	1	33800
7124	28	13	2025-08-05	14:00:00	3	0	0	C05,C06,C07	0	54000
7125	66	13	2025-08-05	8:00:00	2	1	0	C04,C05,C06	0	35000
7126	22	13	2025-08-05	8:00:00	0	0	1	A02	1	0
7127	75	13	2025-08-05	8:00:00	2	0	2	D05,D06,D07,D08	1	21200
7128	30	13	2025-08-05	8:00:00	2	1	2	A01,A02,A03,A04,A05	2	41800
7129	100	13	2025-08-05	17:00:00	0	0	1	B05	0	10000
7130	100	13	2025-08-05	11:00:00	2	0	0	D01,D02	1	18000
7131	6	13	2025-08-05	8:00:00	0	2	1	B02,B03,B04	0	26600
7132	61	13	2025-08-05	17:00:00	3	1	1	D04,D05,D06,D07,D08	0	78000
7133	88	13	2025-08-05	23:00:00	0	2	2	A05,A06,A07,A08	1	34000
7134	87	13	2025-08-05	20:00:00	2	0	1	C02,C03,C04	2	38800
7135	3	13	2025-08-05	20:00:00	0	1	1	B03,B04	1	10000
7136	16	13	2025-08-05	17:00:00	0	1	0	A04	0	14000
7137	2	13	2025-08-05	23:00:00	3	1	0	C01,C02,C03,C04	1	50000
7138	82	13	2025-08-05	17:00:00	2	1	1	D02,D03,D04,D05	1	42000
7139	65	13	2025-08-05	8:00:00	0	0	1	D03	1	0
7140	71	13	2025-08-05	8:00:00	0	1	0	B02	1	0
7141	83	13	2025-08-05	20:00:00	0	1	2	C04,C05,C06	0	34000
7142	32	13	2025-08-05	11:00:00	0	1	1	D04,D05	1	10000
7143	60	13	2025-08-05	17:00:00	2	1	2	D04,D05,D06,D07,D08	1	52000
7144	56	13	2025-08-05	14:00:00	1	1	0	C04,C05	2	24800
7145	100	13	2025-08-05	20:00:00	0	1	1	D05,D06	1	10000
7146	87	13	2025-08-05	17:00:00	2	0	0	C03,C04	0	36000
7147	3	13	2025-08-05	23:00:00	2	2	1	D02,D03,D04,D05,D06	1	56000
7148	18	13	2025-08-05	20:00:00	3	0	2	D01,D02,D03,D04,D05	0	74000
7149	9	13	2025-08-05	8:00:00	2	2	1	D01,D02,D03,D04,D05	2	44600
7150	77	13	2025-08-05	23:00:00	3	2	0	B03,B04,B05,B06,B07	1	64000
7151	16	13	2025-08-05	17:00:00	1	1	1	A02,A03,A04	1	24000
7152	72	13	2025-08-05	17:00:00	3	0	2	D02,D03,D04,D05,D06	0	74000
7153	60	13	2025-08-05	11:00:00	2	0	0	C03,C04	1	18000
7154	25	13	2025-08-05	11:00:00	2	0	0	A05,A06	0	36000
7155	89	13	2025-08-05	8:00:00	1	1	2	C03,C04,C05,C06	2	29200
7156	73	13	2025-08-05	8:00:00	3	0	0	A04,A05,A06	0	37800
7157	78	13	2025-08-05	23:00:00	3	1	1	D05,D06,D07,D08,D09	2	70800
7158	80	24	2025-08-05	8:00:00	2	0	0	C01,C02	0	25200
7159	52	24	2025-08-05	11:00:00	0	1	1	B05,B06	1	10000
7160	42	24	2025-08-05	14:00:00	3	2	0	B01,B02,B03,B04,B05	1	64000
7161	54	24	2025-08-05	20:00:00	1	1	1	A01,A02,A03	1	24000
7162	20	24	2025-08-05	14:00:00	0	2	0	B01,B02	1	14000
7163	58	24	2025-08-05	11:00:00	2	0	2	B01,B02,B03,B04	0	56000
7164	16	24	2025-08-05	23:00:00	2	1	2	A01,A02,A03,A04,A05	0	70000
7165	37	24	2025-08-05	14:00:00	2	2	1	D03,D04,D05,D06,D07	1	56000
7166	76	24	2025-08-05	23:00:00	1	2	1	C04,C05,C06,C07	2	48800
7167	31	24	2025-08-05	11:00:00	1	2	2	C01,C02,C03,C04,C05	1	48000
7168	65	24	2025-08-05	17:00:00	1	2	0	A03,A04,A05	1	28000
7169	1	24	2025-08-05	17:00:00	1	2	1	C04,C05,C06,C07	1	38000
7170	66	24	2025-08-05	11:00:00	1	0	2	A03,A04,A05	0	38000
7171	67	24	2025-08-05	11:00:00	0	1	1	A05,A06	0	24000
7172	93	24	2025-08-05	11:00:00	2	1	2	A02,A03,A04,A05,A06	1	52000
7173	18	24	2025-08-05	8:00:00	0	1	1	A03,A04	0	16800
7174	65	24	2025-08-05	20:00:00	2	0	1	D05,D06,D07	1	28000
7175	18	24	2025-08-05	11:00:00	0	1	0	A01	0	14000
7176	7	24	2025-08-05	17:00:00	0	0	1	B03	2	6000
7177	47	24	2025-08-05	14:00:00	2	1	0	C04,C05,C06	0	50000
7178	29	24	2025-08-05	20:00:00	1	0	0	B01	2	10800
7179	84	24	2025-08-05	23:00:00	2	2	0	D04,D05,D06,D07	2	56800
7180	10	24	2025-08-05	14:00:00	3	0	0	A05,A06,A07	2	46800
7181	16	24	2025-08-05	17:00:00	1	0	2	A04,A05,A06	0	38000
7182	57	24	2025-08-05	8:00:00	0	1	2	D04,D05,D06	0	23800
7183	17	24	2025-08-05	20:00:00	2	0	1	B05,B06,B07	0	46000
7184	35	24	2025-08-05	20:00:00	3	0	2	C04,C05,C06,C07,C08	1	56000
7185	98	17	2025-08-05	8:00:00	2	1	1	G02,G03,G04,G05	1	24000
7186	93	17	2025-08-05	11:00:00	2	2	0	J01,J02,J03,J04	2	56800
7187	93	17	2025-08-05	17:00:00	2	1	1	G05,G06,G07,G08	2	52800
7188	97	17	2025-08-05	14:00:00	0	2	2	J01,J02,J03,J04	2	42400
7189	41	17	2025-08-05	20:00:00	3	1	1	C02,C03,C04,C05,C06	1	60000
7190	61	17	2025-08-05	8:00:00	2	2	0	D01,D02,D03,D04	1	26800
7191	63	17	2025-08-05	20:00:00	2	2	1	E02,E03,E04,E05,E06	2	66800
7192	33	17	2025-08-05	8:00:00	1	0	2	B03,B04,B05	2	19400
7193	1	17	2025-08-05	14:00:00	2	2	0	I05,I06,I07,I08	1	46000
7194	40	17	2025-08-05	8:00:00	0	2	0	A04,A05	2	14000
7195	68	17	2025-08-05	14:00:00	3	2	0	A04,A05,A06,A07,A08	2	74800
7196	90	17	2025-08-05	23:00:00	0	1	0	F04	2	8400
7197	57	17	2025-08-05	17:00:00	2	2	0	F01,F02,F03,F04	0	64000
